title,description,v_pub_datetime,video_id,category_id
"Экстрасенсы. Битва сильнейших, 16 выпуск",,2023-09-23 21:30:06+03:00,c65a8eee-44c2-4ba1-94d1-e36dd50221e7,Телепередачи
"Экстрасенсы. Битва сильнейших, 15 выпуск","Премьера! Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-09-16 21:30:07+03:00,1efd3f7e-67ad-4edd-bc38-91cda229f1d6,Телепередачи
"Экстрасенсы. Битва сильнейших,18 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-10-07 21:40:03+03:00,7af6e82c-674f-4871-84b0-29362bb9d258,Телепередачи
ПЛОХИЕ ПАРНИ НАВСЕГДА - ЛУЧШИЙ БОЕВИК ГОДА? | Обзор и Анализ,"Привет, друзья вы на канале у Дэвида Яровского ! Сегодня мы обсуждаем долгожданную премьеру - ""Плохие парни 4""! Уилл Смит и Мартин Лоуренс возвращаются на экраны в новой захватывающей части культового боевика. В этом видео вы узнаете: - Сюжет и завязку фильма - Как изменились персонажи Майка Лоури и Маркуса Бёрнетта - Какие новые герои появляются и как они влияют на историю - О зрелищных экшен-сценах и спецэффектах - Насколько фильм соответствует духу франшизы и ожиданиям фанатов - Юмор и диалоги, которые делают фильм таким особенным - Музыкальное сопровождение и саундтрек - Сравнение с предыдущими частями и перспективы на будущее  Не забудьте поставить ракету, если вам понравился обзор, и подписаться на канал, чтобы не пропустить новые видео. Пишите в комментариях, что вы думаете о ""Плохих парнях 4"" и какая сцена вам больше всего понравилась. Посмотреть данную картину можно на рутубе ",2024-07-27 22:41:32+03:00,6e2d0677-c50b-45f1-ab69-3934ac1b4920,Фильмы
"Экстрасенсы. Битва сильнейших, 17 выпуск","Премьера. «Экстрасенсы. Битва сильнейших» – это турнир, в котором лучшие из лучших покажут свою силу и эзотерические навыки. Однажды они уже доказали, на что способны. Но смогут ли лучшие остаться такими среди сильнейших? В каждом выпуске участники будут проходить испытания, а члены жюри, зрители и сами экстрасенсы определят тех, кто сделал это лучше, а кому стоит продолжить практиковать свои умения. Впервые экстрасенсы пройдут «трехступенчатую» оценку своих способностей, в которой важную роль сыграют зрители ТНТ. В каждом выпуске они смогут решить, кто был лучшим и достойным.",2023-09-30 21:00:33+03:00,3e45bc54-f63d-4abc-9bec-2d79501a2c68,Телепередачи
РАССКАЖЕШЬ ВСЕ ПОКА ГОТОВИМ С АИШЕЙ. ЧАСТЬ 1.,пока мы с Аишей готовим сливочный суп с семгой. Я попытаюсь узнать секреты Аиши и раскрыть ее. Задам вопросы волнующие аудиторию.,2024-05-25 03:25:49+03:00,babfe425-4075-4fd6-98a4-c039893fedb6,Интервью
КУБИЧЕСКИЙ БИЛЬЯРД СТРЕМ ИЛИ НОРМ?! ▶️ MINECRAFT ROLEPLAY,Подпишись и ставь ракету :3  Телеграм только для избранных ▶ YAPPY ▶ ,2024-04-08 17:53:57+03:00,5e9ef4b5-8af3-4123-bd4a-c478f1500fd1,Видеоигры
"Экстрасенсы. Битва сильнейших, 21 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-10-28 21:00:13+03:00,5d91cd96-f33f-4dfb-a0ba-d14d9ec54488,Телепередачи
"Экстрасенсы. Битва сильнейших, 20 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-10-21 21:00:29+03:00,fbe4ccdf-a1fc-478a-9da1-78a0da6ba831,Телепередачи
Обзор заведения ZAMES,Всем привет 👋🏻 Новый обзор на заведение ZAMES😋 Попробовал обед за 690 рублей Всем приятного аппетита и просмотра ♥️,2024-07-05 15:14:42+03:00,0c98e687-1dab-4981-948e-7336746dcd57,Еда
Украинский фринт - готовится новое наступление РФ. Очеретино расширяется во все стороны. 18 июня 202,Телеграм Rutube Tiktok /@vofloride ВК Дзен   Поддержать канал  Посмотреть на Бусти (поддержать канал)  Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-06-18 20:04:57+03:00,b770bd17-986b-4a9f-bd81-7a4f2550f5a9,Разное
ЧТО Я ЗАКАЗАЛА НА МАРКЕТПЛЕЙСАХ // ПРО ПОКУПОЧКИ МОИ,"Лучшая рубрика про покупки на wb и не только 😅 пиши в комментариях, что захотелось заказать себе тоже? 😋",2024-07-21 11:15:54+03:00,eda7ea9c-c406-4f38-8211-8541f626018e,Обзоры и распаковки товаров
"Экстрасенсы. Битва сильнейших, 23 выпуск","На расследование в маленький городок Волгоградской области отправились Константин Гецати, Лина Джебисашвили и Олег Шепс. Им предстоит разобраться в запутанной истории гибели 29-летнего Романа. Любимый сын, муж и отец двоих малышей неожиданно для всех пропал, а затем был обнаружен в местном пруду со следами побоев.",2023-11-11 21:00:17+03:00,f5c91e39-2c6d-4f97-8e4c-8ea8e0ad9160,Телепередачи
РАССКАЖЕШЬ ВСЕ ПОКА ГОТОВИМ С АИШЕЙ. ЧАСТЬ 3.,пока мы с Аишей готовим сливочный суп с семгой. Я попытаюсь узнать секреты Аиши и раскрыть ее. Задам вопросы волнующие аудиторию.,2024-06-15 17:53:16+03:00,6d525ddd-3d73-4846-8865-5afdff23fa13,Еда
Шри-Ланка за 6 Минут 🌟,Рассказал и показал  все путешествие за 6 мин 🔥,2024-06-28 21:44:30+03:00,8dedf642-d1bc-42b9-8f91-d2dafa76e4c3,Путешествия
"Экстрасенсы. Битва сильнейших, 26 выпуск","Рабочий поселок Кузоватово в Ульяновской области. К сильнейшим экстрасенсам обратилась обеспокоенная молодая семейная пара Лидия и Николай Треничевы. Совсем недавно они решили приобрести новый дом для своей большой семьи и даже успели сделать в нем ремонт. Но вместо теплых и уютных домашних вечеров, они столкнулись со страшными и пугающими явлениями, которые невозможно объяснить. Виктория Райдос, Константин Гецати и Влад Череватый попробуют выяснить, что происходит с домом и его владельцами.",2023-12-02 21:00:23+03:00,e9866a95-d52d-45e7-a801-7cdb18e58c20,Телепередачи
День России🔥  Куча развлечений ❤️,Я показал вам внутрянку Дня России ❤️ Газпром арена пушка 😀,2024-07-12 15:05:56+03:00,22bd32de-0870-47fc-bdca-41eef7694568,Развлечения
ИГРАЮ В HIGHFLEET (ЧАСТЬ 2),TG - YAPPY - TT - /@skushneruk,2024-08-02 16:03:25+03:00,6ed95186-8f44-4d15-96d7-6e952cf5f698,Видеоигры
Украинский фронт - у США больше нет денег. Приговор Треповой и Гиркину. 25 января 2024,Телеграм  - главная платформа Rutube Rumble ВК Дзен  Поддержать канал  рублем  Поддержать канал     Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-01-25 19:21:18+03:00,b20f5b7e-40d4-4631-9448-4d18a9df2fee,Разное
"Новая Битва экстрасенсов, 24 сезон, 1 выпуск","Новый сезон одного из самых популярных проектов на российском ТВ. Зрители увидят 24-й сезон “Новой Битвы экстрасенсов”, который поклонники ждали целых 2 года. Новые лица, новые испытания, новые эмоции, а также сюрпризы и неожиданности. Примет ли участие в проекте кто-то из “звезд” прошлых сезонов и приведет ли кто-то своего преемника?",2024-03-24 09:43:12+03:00,121fba71-9c92-4d87-aced-261fcd56219d,Телепередачи
Что послушать? ❤️ Выпуск 29,"Новый релиз от меня лично, новый стиль Клавы Коки и новые позитивные вайбы от White Gallows и The Limba! 😍 Действительно, в этом видео новое всё, но неизменно одно - я снова делюсь с вами своей подборкой недели, чтобы вы кайфанули и пополнили свой плейлист! 🥰 Пишите, какие треки особенно зашли! 🫶🏻",2024-07-05 14:21:01+03:00,3660b920-6174-45f1-8c9e-0a66799aac1c,Музыка
Украинский фронт - битва за Работино. Трофеи в Авдеевке. 20 февраля 2024,Телеграм Rutube Tiktok /@user9130293868176 ВК Дзен   Поддержать канал  Посмотреть на Бусти (поддержать канал)  Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-02-20 19:29:54+03:00,b06e9e23-8dd2-403f-afb6-b700fb8eb655,Разное
"Экстрасенсы. Битва сильнейших, 22 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-11-04 21:00:09+03:00,814c5733-3ac8-4f7d-afc0-62d5e5eb4b03,Телепередачи
"ЧТО БУДЕТ, ЕСЛИ ЛЮДИ НЕ ПЕРЕСТАНУТ ЗАГРЯЗНЯТЬ ОКЕАН","Океан является неотъемлемой частью НАШЕЙ жизни, поэтому важно, чтобы он был как можно более чистым и здоровым. Более 70 процентов кислорода, который циркулирует по всему миру, обеспечивается океаном…  В этом видео мы разберемся, что будет, если люди не перестанут загрязнять океан!",2024-04-11 15:58:18+03:00,50930a4c-5586-4ad8-be30-145b18cba9dc,Природа
ПРОХОЖУ НА НЕВОЗМОЖНОЙ СЛОЖНОСТИ | HELL DRIVERS 2,"В этом стриме мы с вами попробуем пройти helldrivers 2 на ""невозможном"" уровне сложности, выше только ""прямо в ад""! Обязательно пишите в чате свое мнение, и не забывайте ставить ракету!",2024-04-10 22:33:17+03:00,59f6420d-0194-4440-a6ee-b5b0a6c60a43,Видеоигры
Пхукет с птичьего полета 😍 Удивительный храм Будды,,2024-07-19 01:58:17+03:00,046ba46d-ba86-4b12-847a-14a9d4259b71,Путешествия
Что послушать? ❤️ Выпуск 28,"Вспомним старый трек Максим, поплачем под «Если б ты знал» или потанцуем под «Целовала»? 😃 Решать только вам, ну а я снова собрала для вас классную подборку тех треков, которые особенно зацепили меня на этой неделе! ☺️ Делитесь, что больше всего понравилось вам и пишите комментарии! ❤️",2024-06-22 20:03:38+03:00,cdaf2e0c-db29-450f-9511-72f983fed955,Музыка
ФИЛЛЕРЫ // Я ЗА ИЛИ ПРОТИВ // МОЯ ИСТОРИЯ,"Одно из самых долгожданных видео на моем канале , в котором я расскажу правду о том, какие уколы красоты я делала и свои отзывы о них 🥰",2024-06-22 23:26:17+03:00,207ffea3-9690-4e8e-b22a-c9c46d7d80e9,Лайфстайл
Что делать с маленьким ребенком?),"Если у вас в первые появляется в семье такое счастье как ребенок. То вам обязательно нужно быть к этому готовым. Именно для этого я сделал для вас этот выпуск, где подробно рассказал что ас будет ждать в первый месяц жизни вашего ребенка. Приятного просмотра!",2024-07-10 11:54:02+03:00,6c9e13e8-43b7-4630-875e-def9ea7ed41d,Психология
Как накачаться с гантелями?,"Привет, в этом видео ты узнаешь, как накачаться с гантелями и какие упражнения нужно выполнять. Делись видео с другом или подругой. И давайте тренироваться вместе. Всем добра!",2024-07-05 15:23:14+03:00,cad34fa3-0946-4fd1-b6c7-e4ee5cf59492,Спорт
Ночую в курятнике😧 Готовимся к Сингальскому новому году,,2024-06-11 15:37:54+03:00,3648eae0-87ec-403c-ac2c-b8fbeb6c1e0c,Путешествия
ЗАЧЕМ НУЖНА ПСИХОЛОГИЯ В ПОВСЕДНЕВНОЙ ЖИЗНИ?,"Доброго времени суток, дорогие друзья. Сегодня разберемся зачем нужна психология в реальной жизни, в каких аспектах жизни она может быть полезна и главное почему так выгодно изучать психологию. Будет интересно, а главное полезно, поэтому досматривайте до конца, приятного просмотра!",2024-07-16 13:00:13+03:00,ba41178e-2488-4eeb-985d-a17ff3807c9a,Психология
Обзор тренажеров на спортивной площадке,"В этом видео обзор тренажеров на спортивной площадке в парке. Впервые попробовал на них поработать, рассказал для чего они нужны и многое другое. Приятного просмотра. Жми ракетку, делись видео.",2024-07-21 11:48:50+03:00,6e13b430-d7e7-46c5-a6f6-6de3a2de6111,Спорт
Тест: My Сore,"Недавно стали популярны такие эстетики как: Balletcore, coquettecore. Мне очень нравится эксперементировать со своим стилем. Но интересно как со стороны меня воспринимают и какой стиль считают подходящим. Давайте вместе пройдем тест? А заодно по обсуждаем современную моду и вспомним как было раньше.",2024-04-09 20:46:30+03:00,a7fedc2a-1419-4b87-9c5c-aa5ca980fcfe,Лайфстайл
"Новая Битва экстрасенсов, 24 сезон, 2 выпуск",,2024-03-30 21:30:12+03:00,660fe623-5f99-43dd-a901-0097fe18d07e,Телепередачи
РАСПАКОВКА // МОИ ПОКУПКИ В ЭТОМ МЕСЯЦЕ,"Привет, сегодня обзор на мои покупочки, которые я заказывала на маркет плейсах и в магазинах 😋 больше всего довольна костюмом из бифри 💔",2024-05-20 08:54:24+03:00,c8a9d88f-bdc2-497b-ac16-a47c128baff9,Лайфстайл
"Экстрасенсы. Битва сильнейших, 24 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-11-18 21:00:07+03:00,104f448e-668b-4553-9557-65059249072d,Телепередачи
ИГРАЮ В ТУРНИР THE FINALS,TG - YAPPY - TT - /@skushneruk,2024-07-21 21:25:47+03:00,189aa60c-07e8-4356-85ee-d08121ec14b5,Видеоигры
"Приехали покорять Балийскую Ловину! Подводная экскурсия и вечерний Север острова Бали""","Друзья, всем привет и добро пожаловать в новое приключение! Или как сказали бы Балицы - Хеллоу Велкам. Сегодня мы отправляемся на изучение Северной стороны острова район- Лавина. Лавина – небольшой курорт на севере Бали с одноименным пляжем. Длина самого пляжа приблизительно 8 километров. Он покрыт черным вулканическим песком. Море здесь очень спокойное, без высоких волн, а вода – чистая и прозрачная. Кстати, песок на пляже не совсем черный, его оттенок коричнево-серый, из-за этого многим он кажется грязным. В сезон дождей, особенно с февраля по апрель, здесь действительно много мусора. Но в другие периоды берег относительно чистый. В шаговой доступности от пляжа можно найти несколько симпатичных ресторанов и кафе, поплавать с дельфинами, отправится на снорклинг за небольшие деньги и конечно понаблюдать за жизнью и бытом местных, попробуем местные коктейли, встретим закат и отправимся на поиски черепах!  Садимся поудобнее и нажимай на наш телепорт, мы отправляемся! Всем хорошего просмотра!",2024-07-11 16:27:44+03:00,913412d1-7b10-46f1-a453-293b27befbc2,Путешествия
ТУРНИР В THE FINALS || ТРЕНИРОВКИ БЫЛИ НЕ ЗРЯ?!,TG - YAPPY - TT - /@skushneruk,2024-07-21 21:26:04+03:00,583ae6c3-c91d-4d43-9932-204efee1d181,Видеоигры
Соловьёв LIVE | Круглосуточный канал,"В прямом эфире Соловьёв LIVE – новости и размышления, прямые включения корреспондентов, обсуждение повестки с признанными экспертами из разных областей.",2022-10-14 12:06:53+03:00,b838bdd6-2ff4-40f6-b3f0-fc0289e67d7e,Телепередачи
Почему 'Темный Рыцарь' — Лучший Фильм о Супергероях?,"Всем привет! Рад приветствовать всех на канале Дэвида Яровского. Сегодня мы погружаемся в мрачный и загадочный мир фильма ""Темный Рыцарь"" — одного из величайших произведений в жанре супергеройского кино. Этот шедевр Кристофера Нолана изменил представление о фильмах по комиксам и оставил неизгладимый след в истории кинематографа. В этом видео мы: - Разберем сложный и захватывающий сюжет фильма. - Поговорим о выдающихся персонажах, включая культового Джокера в исполнении Хита Леджера. - Проанализируем режиссуру и сценарий, которые сделали фильм таким уникальным. - Обсудим визуальные и звуковые эффекты, создающие атмосферу Готэма. - Затронем влияние ""Темного Рыцаря"" на поп-культуру и киноиндустрию. - Рассмотрим социальные и политические темы, поднятые в фильме. Если вам интересны глубокие анализы культовых фильмов, то это видео точно для вас! Подписывайтесь на канал, ставьте ракеты и реакции. Не забудьте оставить комментарий: какой момент в ""Темном Рыцаре"" вам запомнился больше всего? И какие фильмы вы бы хотели увидеть в следующих обзорах?",2024-07-16 19:43:07+03:00,1e05d6b2-609a-483b-a598-f40cfba69b9a,Фильмы
"ДШРГ Русич про пытки, нацизм, Кадырова и войну на Украине!","Он называл себя нацистом, говорил, что любит животных, и выпускал инструкцию по утилизации бойцов ВСУ. Встречайте, Алексей Мильчаков создатель и командир ДШРГ «Русич».  00:00 Начало 03:33 Чем Алексей занимался до 2014 года 05:37 Как попал в правый движ 11:15 Почему многие правые сейчас на стороне Украины 14:12 Служба в армии: Путин лично помог попасть в 76-ю дивизию ВДВ? 17:26 Как ДШРГ «Русич» оказалась в Донбассе 20:05 Стрелков стал катализатором конфликта между Россией и Украиной? 22:17 Про батальон «Призрак» 24:30 В чем ошибся Стрелков 28:20 Как попали в батальон «Бэтмен» и что с ним случилось 31:27 Зачем сотрудники «Бэтмена» пытали людей в подвалах и лишали их свободы 38:56 Про бой с украинским батальоном «Айдар»*: отрезанные уши и фотографии на фоне трупов 50:15 Что сделают с пленным украинцем, которого мобилизовали против его воли 54:04 Не стоит ли быть человечнее, чтобы войн не было вообще? 56:04 Кто сбил малайзийский Boeing 777 58:27 Российские войска вторглись на Украину до начала СВО? 59:12 Чем «Русичи» занимались на гражданке? 01:00:14 Про гибель легендарных личностей: Гиви, Моторола, Захарченко и другие 01:06:12 Про организацию детских военно-тренировочных лагерей 01:12:21 Готов ли Алексей полностью убрать идеологию при обучении в лагерях 01:15:15 Какую награду давал Сергей Аксенов 01:16:28 Про деятельность ЧВК «Вагнер» в Сирии 01:23:30 Верил ли Алексей в Минские соглашения 01:29:13 Что делала ДШРГ «Русич», когда началась СВО 01:31:10 Каким был самый запоминающийся эпизод во время СВО 01:32:49 ДШРГ «Русич» является частью регулярной армии? 01:33:53 Про призывы пытать пленных украинцев 01:42:36 А если тюрьма? 01:45:22 Может ли Россия превратиться во власовский проект 01:46:44 Почему противники СВО не осуждают Израиль 01:48:28 «У военнослужащих не хватает злобы и мотивации» 01:50:03 Что делать с агрессивным военными в мирное время 01:51:10 Нужно ли обменивать пленных 01:54:49 Зачем распространять видео насильственного характера в интернете 01:56:06 Как ведут себя «Русичи» по отношению к местным 01:57:42 Про массовое убийство семьи в Волновахе 02:00:54 Что значит «исконно русские земли» 02:01:41 Цели СВО будут завершены? 02:02:30 Правильно ли ведёт себя российская власть 02:03:25 Россия должна будет поддержать Техас? 02:04:31 Отступления дискредитируют армию РФ? 02:05:18 Про мятеж и смерть Пригожина 02:10:22 Зачем Мильчаков называл себя нацистом 02:14:28 Гитлер – красавчик? 02:19:21 При социализме войн бы не было? 02:23:47 Что делать с миграционной политикой в России 02:27:51 Трагедия холокоста преувеличена? 02:30:25 Китай ищет в России только выгоду? 02:32:46 Какой политический строй должен быть в России 02:37:54 «Белый лучше черного» 02:46:18 Про идеи Ильина 02:50:35 Как ДШРГ «Русич» может участвовать в денацификации Украины 02:53:36 Алексей Мильчаков пойдёт в политику? 02:55:00 Примут ли коммуниста в ДШРГ «Русич» 02:58:24 Как в министерстве обороны Мильчакова перепутали с украинским неонацистом 03:00:23 Про историю с собакой 03:04:44 Реакция на задержание Яна «Славяна» Петровского в Финляндии 03:06:59 Кем видит себя Алексей после СВО  * Организация, внесенная в реестр террористов и экстремистов и запрещенная на территории России.",2024-05-12 01:37:25+03:00,819f4e0e-ca4c-49d7-80bd-efdf77ff56a3,Интервью
"Экстрасенсы. Битва сильнейших, 28 выпуск","Сильнейшие экстрасенсы, уже знакомые зрителям, сойдутся в схватке. Самые сложные испытания, самые невероятные и трогательные истории.",2023-12-16 21:00:31+03:00,48b36878-3593-4b9c-8406-f426b75981af,Телепередачи
РОЛЬ / МОИ ИТОГИ,"Стая , пора двигаться дальше , я буду модернизировать это шоу и добавлять в него все новые и новые плюшки🔥  Итоги вышли очень интересными , давайте смотреть вместе и идти в следующий  этап ‼️🚀",2024-04-12 10:28:30+03:00,f7556709-f0c9-43a2-a029-b3ff1bee93eb,Развлечения
MET GALA 2024 // МОИ ФАВОРИТЫ,"Ну что, самое долгожданное мероприятие в мире моды, обсудим?) Как обычно говорю про своих фаворитов и самые любимые образы 💔",2024-05-10 22:23:55+03:00,35d76518-d7f8-40c6-9230-37f7f3e80c58,Лайфстайл
ИГРАЮ В HIGHFLEET,TG - YAPPY - TT - /@skushneruk,2024-08-02 16:03:35+03:00,fece1ee9-a36c-45f1-b616-335d6f9ea4cf,Видеоигры
Украинский фронт - охота за Брэдли. Затишье перед бурей. 19 июня 2024,Телеграм Rutube Tiktok /@vofloride ВК Дзен   Поддержать канал  Посмотреть на Бусти (поддержать канал)  Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-06-19 19:47:31+03:00,4c448aa0-c8fe-4fc8-9b82-2a084b50e70b,Разное
КОРМИМ УЛИЧНЫХ КОТОВ | ИСТОРИИ ПРО  КОТОВ ПЕТЕРБУРГА,"Мы с Егориком решили запустить челлендж - ""Кормим уличных котов"". Также в видео рассказываем:  - истории про котов Петербурга - откуда  завязли котов и как они спасли город от крыс после Великой Отечественной Войны. - Памятники котам, где находятся и какие есть в городе. - Показываем как правильно кормить уличных котов, ведь их можно напугать. - Играем в игру, кто больше знает котов из мультиков и игр.  Приятного просмотра.",2024-06-10 11:12:52+03:00,57622017-28a0-48eb-9c84-24790611cb02,Животные
Переехали в Radi$son Лучший отель в Коломбо 🤗,,2024-05-20 23:30:05+03:00,0b220f46-34e9-4d6f-a229-98371ac76bc5,Путешествия
Обзор на заведение Gagawa,Всем привет друзья 👋🏻 Держите новый обзор на заведение Gagawa 😎 Всем приятного аппетита и просмотра ♥️,2024-07-10 12:16:14+03:00,37aca1ee-204d-4d14-a5a0-6ad33005a058,Еда
ЛЮБИМАЯ ПОДБОРКА SPF // ХИТОВЫЕ ПРОДУКТЫ ДЛЯ ЛЕТА,"Сегодня поговорим об абсолютных хитах в спф-мире ✨ какие спф сейчас мега актуальны, и что я бы посоветовала на основании своего опыта и хороших рекомендаций 😋",2024-07-13 13:30:19+03:00,fe01cd46-4e41-48be-8e11-ec0d8601ac8c,Лайфстайл
РОЛЬ / АНИМЕ,"Стая , очень давно хотел вам рассказать про аниме🤩 Это моя душа и мой крик вам , жду ваши отзывы 🔥",2024-04-06 16:35:35+03:00,50c250ec-bf4f-4a01-afef-5600a2871f2b,Развлечения
Поездка в Питер 🔥 Форум  Инсайт Люди ❤️,"Не так легко добраться до Питера , какая подумал  изначально 😅",2024-06-28 21:44:08+03:00,53aa8c18-5d85-47d9-bb82-30e753fa5bcd,Лайфстайл
Ланкийский ужин (ВСЕ ВКЛЮЧЕНО),,2024-05-14 01:36:07+03:00,0ebbaafb-81b1-4b3b-9c66-9c7b6007594c,Путешествия
"Новая Битва экстрасенсов, 24 сезон, 14 выпуск. ФИНАЛ","Их ждали, на них надеялись, и они вернулись. Экстрасенсы возвращаются в новом сезоне культового шоу, чтобы устроить масштабное соревнование между собой, а заодно помочь людям, которые действительно нуждаются во вмешательстве извне для решения самых разных проблем.",2024-06-22 21:00:09+03:00,826ce756-8c38-4194-a96b-02aa93bf6bca,Телепередачи
Украинский фронт - чья ракета. Прилет в  Артем. Потеря Глубокого. Торецк наступление. 10 июля 2024,Телеграм Rutube Tiktok /@vofloride ВК Дзен   Поддержать канал  Посмотреть на Бусти (поддержать канал)  Как перевести деньги между США и Россией. Часть 1 - отправим деньги из американского банка в российский. Полное видео выложил на Бусти - -133c-441c-b45b-9af01dfd70de,2024-07-10 20:18:45+03:00,35abca79-ecd3-4343-9e24-0e1f52d2d0f3,Разное
"Новая Битва экстрасенсов, 24 сезон, 8 выпуск",,2024-05-11 21:30:05+03:00,08525dc1-3b93-4e18-84ce-2c499d451458,Телепередачи
СЛОНОВАЯ ФЕРМА | Засуха на Самуи,"Мы решили побаловать слонов и дать им возможность насладиться вкусными бананами! Мы показали территорию слоновой фермы и застали засуху, из-за которой водопад остался без воды. Приятного просмотра❤️",2024-07-10 19:14:45+03:00,fe2d04d5-4df8-4cfe-b320-25aa91cc5dfd,Путешествия
